_id,user,content,creationTime,referenceName,tag
"ObjectId(""5e64a9e7b3c41f266175fa2c"")",lakers11,轻便，品质好,2019/12/6 16:33,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa2d"")",xdf红,喜欢 颜色艳丽,2019/9/27 18:09,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa2e"")",CorydonHu,非常不错的东西，下次还买~~~~,2019/6/5 20:19,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,3
"ObjectId(""5e64a9e7b3c41f266175fa2f"")",射***猪,太棒了，不错，比专柜便宜好多，价格优惠，质量还有保证，非常棒,2018/6/5 18:28,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,3
"ObjectId(""5e64a9e7b3c41f266175fa30"")",j***z,喜欢 很好看 也很舒服 百搭,2018/6/19 14:28,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,3
"ObjectId(""5e64a9e7b3c41f266175fa31"")",罗***薇,很好。要买大一码。平时穿37，买的38,2018/9/5 14:37,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,3
"ObjectId(""5e64a9e7b3c41f266175fa32"")",zzq_zr,此用户未填写评价内容,2020/2/11 17:53,耐克 NIKE AIR MAX 270 REACT 女子运动鞋 CI3899 CI3899-500 37.5,0
"ObjectId(""5e64a9e7b3c41f266175fa33"")",jd_183264khi,此用户未填写评价内容,2020/1/13 22:42,耐克 NIKE AIR MAX 270 REACT 女子运动鞋 CI3899 CI3899-500 37.5,0
"ObjectId(""5e64a9e7b3c41f266175fa34"")",j***b,此用户未填写评价内容,2020/1/12 15:08,耐克 NIKE AIR MAX 270 REACT 女子运动鞋 CI3899 CI3899-500 37.5,0
"ObjectId(""5e64a9e7b3c41f266175fa35"")",y***o,做工精致，是正品，比实体店便宜很多，京东上购物还是值得信赖的！,2018/5/17 09:12,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa36"")",j***c,可以，很好实战也舒服，正品,2019/4/6 08:40,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa37"")",jd_138141igd,挺不错的哦，鞋子很舒服,2020/2/24 20:39,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa38"")",j***f,很好看，老公很喜欢，下次会再来,2019/3/22 17:35,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa39"")",y***t,大小挺合适的，用着很方便,2019/10/21 17:35,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa3a"")",淼水冰vhz,质量很好，绝对正品，下次还会来的,2020/2/28 09:31,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa3b"")",jd_152904ekd,给男朋友买的，他很喜欢，质量不错。,2019/12/1 00:05,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa3c"")",jd_138120wxm,还不错，颜色很亮,2019/7/22 16:23,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa3d"")",j***5,红红火火,2020/2/16 20:20,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa3e"")",大城市男孩,挺不错的,2020/2/12 09:22,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa3f"")",丁***略,放东西方便,2019/12/1 22:30,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa40"")",jd_0031560,一如既往地支持非常满意,2019/8/8 18:57,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,3
"ObjectId(""5e64a9e7b3c41f266175fa41"")",t***9,不错大小正合适，鞋底很软很舒服。,2018/7/10 18:17,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,3
"ObjectId(""5e64a9e7b3c41f266175fa42"")",S***e,很喜欢这款拖鞋，中间遇到点小插曲，客服很快就给解决了，快递小哥也很棒,2018/8/22 09:48,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,3
"ObjectId(""5e64a9e7b3c41f266175fa43"")",GemmaMendes,嘻嘻很好看的喜欢喜欢呀,2019/5/28 09:52,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,3
"ObjectId(""5e64a9e7b3c41f266175fa44"")",行走D刺猬,此用户未填写评价内容,2020/1/2 19:32,耐克 NIKE AIR MAX 270 REACT 女子运动鞋 CI3899 CI3899-500 37.5,0
"ObjectId(""5e64a9e7b3c41f266175fa45"")",鹤***扬,鞋子先买小了，又换大一码的，很好,2018/7/14 12:29,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,0
"ObjectId(""5e64a9e7b3c41f266175fa46"")",j***a,是正品 而且真的超快送到 我爱京东哈哈,2020/1/20 12:27,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa47"")",j***a,弟弟收到了很喜欢，材料质感不错,2020/2/4 10:27,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa48"")",男***女,价格实惠，东西很好，值得信赖，期待有好的效果,2019/12/13 17:22,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa49"")",顾***8,发货很快，腰包质量很好，是正品。,2019/10/7 18:43,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa4a"")",周***忙,价钱合适，包还OK,2019/9/20 13:50,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,2
"ObjectId(""5e64a9e7b3c41f266175fa4b"")",jd_8396263,一句话满意!,2019/11/28 01:50,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa4c"")",jd_131557dos,好用，我很喜欢。,2019/9/15 17:11,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa4d"")",r***g,物流很快、包装完好、价格实惠，鞋子穿上挺合脚的。,2018/7/27 11:14,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa4e"")",方***2,很不错，百搭实用，质量好,2020/2/4 00:55,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,3
"ObjectId(""5e64a9e7b3c41f266175fa4f"")",jd_137963kly,宝贝收到，穿着非常舒适，非常满意的一次购物,2019/3/21 22:22,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa50"")",张***野,鞋子很酷，穿着舒适轻便。物流快捷，商家诚信！一次满意的购物。,2018/4/11 13:09,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa51"")",jd_136688hxt,很好，脚感不错，下次还来,2018/3/6 13:42,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa52"")",花***邱,穿的舒服快递很快很不错的鞋子,2018/7/11 21:55,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa53"")",R***r,感觉很正，具体还没怎么穿，在这里买鞋真的实惠。,2016/8/16 10:48,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa54"")",j***8,鞋子很合适，穿着也很舒服，快递员服务态度很好，下次还要购买。,2018/3/24 15:37,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa55"")",淘***8,鞋子穿起来很舒服，码子很正，朋友介绍的店铺，质量嘛，穿过再来追加！,2018/3/24 13:31,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,2
"ObjectId(""5e64a9e7b3c41f266175fa56"")",四季萤火虫,不错&hellip;&hellip;很舒服,2019/6/20 11:44,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa57"")",j***0,不错哦父母很喜欢 说挺上档次的。下次再来,2018/1/15 20:36,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e7b3c41f266175fa58"")",东***7,鞋子到后，孩子急不可待打开试穿，效果非常好，合脚舒服。跑跳啥的也挺轻便，再购一双别的货号的耐克运动鞋。,2016/12/24 07:46,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e8b3c41f266175fa59"")",萱***宏,穿上刚刚好，非常合适。,2018/10/10 16:34,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa5a"")",j***a,质量非常好！很漂亮！孩子喜欢,2018/6/15 10:45,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa5b"")",M***王,很好，很满意！2019祝愿**渐消瘦,2018/12/31 22:09,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa5c"")",j***c,穿着舒服，送给朋友的生日礼物，朋友很喜欢,2017/11/11 23:48,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa5d"")",钟***3,必须五星好评，售后没得说，服务态度以及速度很好,2018/4/24 11:22,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa5e"")",h***9,质量很好，多买折上折，到货快。,2018/6/24 16:25,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa5f"")",矮***加,不错， 正品， 穿上很舒服 。,2018/2/5 20:48,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa60"")",大***啊,不错，东西很好，满意，下次还买,2018/11/11 00:08,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa61"")",e***o,很好穿 相信应该是正品 京东都是神速,2018/3/21 18:12,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa62"")",g***8,鞋是给我媳妇买的  我媳妇非常喜欢,2018/11/11 18:06,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa63"")",gao19871016,款式不错，稍微有点夹脚，皮子有一点硬，总体还可以吧,2019/8/23 12:11,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,2
"ObjectId(""5e64a9e8b3c41f266175fa64"")",j***7,看吧 一个月 除了去画室穿 下雨从不穿 看质量呵呵,2019/4/4 21:33,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,1
"ObjectId(""5e64a9e8b3c41f266175fa66"")",_***a,还行吧...就是鞋底稍微有一点点硬..其它都还不错的。穿了2次暂时还没有开胶之类的情况。有问题再追加评论。,2019/4/7 19:45,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,2
"ObjectId(""5e64a9e8b3c41f266175fa67"")",欢乐颂68,跟跑步鞋比起来稍微硬点，只是需要一双小白鞋，下雨天穿不湿脚,2019/5/7 08:01,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,2
"ObjectId(""5e64a9e8b3c41f266175fa69"")",jd秘密我就是,码子正好，老公很满意。价格略比商场便宜。鞋子的外观看起来很好，鞋子透气性强。,2019/12/24 16:31,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e8b3c41f266175fa6a"")",j***6,鞋子还可以 就是号买的有点大了 鞋偏大 比平时小半码就可以了 也不知道鞋子是不是真的,2018/12/22 15:25,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,2
"ObjectId(""5e64a9e8b3c41f266175fa6b"")",卢韵丞c,还可以吧 不知道真假 反正是鞋垫感觉不吸汗 评价为了得京豆 还要超过20个字？,2019/4/15 06:02,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,2
"ObjectId(""5e64a9e8b3c41f266175fa6c"")",f***9,还行，一开始不太习惯前脸儿那么短，习惯了吧还行吧！,2019/4/14 11:29,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,2
"ObjectId(""5e64a9e8b3c41f266175fa6d"")",五***梅,还可以吧，一开始穿的时候有些硬的感觉，过几次之后就好些了,2019/9/9 12:25,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,2
"ObjectId(""5e64a9e8b3c41f266175fa6e"")",K***晴,鞋子收到咯、感觉不错、是正品，边线胶头线头之类的没有，穿着很轻很舒服。客服双子妹子服务也不错。??关注了、后面还会再来~,2019/5/23 14:41,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e8b3c41f266175fa6f"")",嫣***月,鞋子不错，美观大方舒适，做工细致不粗糙，我家神兽很喜欢，下次有需要会再来的,2020/2/19 14:28,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e8b3c41f266175fa70"")",j***g,鞋子收到，京东果然快，转天就到了。鞋子质量非常好，很轻巧，跑起不来很轻松。,2020/1/12 19:31,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e8b3c41f266175fa72"")",YMEcflsilUyQ,鞋子尺码标准，外观漂亮，但是也实在是太硬了，穿着好不舒服；还有开胶的，问题不大，虽然鞋子便宜些，以后还是去实体店看好再买吧。,2019/11/5 17:49,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,1
"ObjectId(""5e64a9e8b3c41f266175fa73"")",C***-,天呐是什么神仙配色太好看了，不过鞋子有点硬，还可以接受,2019/3/2 13:57,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,2
"ObjectId(""5e64a9e8b3c41f266175fa74"")",C***n,买大了半码，费事换了。鞋底有点硬，版型还可以。,2019/1/19 20:03,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,2
"ObjectId(""5e64a9e8b3c41f266175fa75"")",泽***雪,漂亮.就是买大了.应该买37.5的了。,2019/2/21 15:14,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64a9e8b3c41f266175fa76"")",以***名,鞋不错，妈妈穿着很舒服，不过注意鞋底是橡胶加泡棉的，不是纯泡棉。,2018/10/8 08:47,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,2
"ObjectId(""5e64a9e8b3c41f266175fa77"")",j***6,宝贝收到了 还没上脚 待鉴定,2019/6/21 01:14,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,0
"ObjectId(""5e64a9e8b3c41f266175fa78"")",许***华,该用户没有填写评价管理,2019/9/21 14:36,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,0
"ObjectId(""5e64a9e8b3c41f266175fa7a"")",木杉rd,很轻便，设计也很不错,2020/3/2 09:51,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,3
"ObjectId(""5e64a9e8b3c41f266175fa7b"")",jd_206933575,好看 穿着舒服  简直物超所值 夏天穿着跑步也不捂脚,2019/6/4 17:25,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e8b3c41f266175fa7d"")",jakey-lau,鞋子尺码标准，很轻便舒适，现在穿正合适，因为误操作拍错尺码了，客服直接免费给换了，运费都替我出了，赞,2019/6/10 10:45,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e8b3c41f266175fa7e"")",0726seven,虽然闺女说是假牌的，但自己感觉穿着还好，后边稍稍有点磨脚，垫高一点鞋垫应该没问题。就是这鞋子侧面没有透气孔，看图片应该有。,2019/8/27 11:04,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,2
"ObjectId(""5e64a9e8b3c41f266175fa7f"")",j***x,换了一次货 鞋子还没有穿 好看是好看 不知道穿起来感觉怎么样 期待中,2018/7/5 21:01,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,2
"ObjectId(""5e64a9e8b3c41f266175fa80"")",j***j,鞋子假的吧以前买37.5正好，这次买的38穿着还小,2018/9/2 11:51,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,1
"ObjectId(""5e64a9e8b3c41f266175fa81"")",j***2,东西是不是正品，我也不知道？要经过时间的考验，才知道结果？,2017/10/10 21:43,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,0
"ObjectId(""5e64a9e8b3c41f266175fa82"")",水***灵,老公穿了一段时间再来评价的，他的脚比较肥，这个中国码42的很合适，比较装脚，他说穿上也比较舒服。和外面店里面相比价格要便宜一些，仔细看了是正品的，主要是在京东上买东西这个价格变动还是比较快呀，经常买了过后就发现价格降了,2020/3/2 09:16,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,3
"ObjectId(""5e64a9e8b3c41f266175fa83"")",jd_137121ucob,舒适度：舒服，轻巧,2020/3/2 07:41,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,3
"ObjectId(""5e64a9e8b3c41f266175fa84"")",j***b,收到穿了几天来评论的，臭脚，这鞋子臭脚，差评,2020/3/2 00:55,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,1
"ObjectId(""5e64a9e8b3c41f266175fa85"")",jd_棒棒糖联,大小合适，穿着很舒服、鞋子特别好看，物流给给力，谢谢卖家！买鞋子首选幸运叶子?,2019/3/29 20:52,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64a9e8b3c41f266175fa86"")",jd_451935545,第一次在京东给儿子买鞋子，儿子说是正品，鞋子细节很精细，点赞,2020/3/1 21:34,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,3
"ObjectId(""5e64a9e8b3c41f266175fa88"")",么么呆呆哒,给男朋友买的，还可以，看着还不错，但码好像偏小一点，换了大一码的,2020/3/1 19:22,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,2
"ObjectId(""5e64a9e8b3c41f266175fa89"")",estlytUqwNoM,这鞋子还可以，买的时候还是比较实惠,2020/3/1 18:15,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,3
"ObjectId(""5e64a9e8b3c41f266175fa8a"")",j***2,鞋子很不错，质量好，感觉有点硬，大小正好，但愿可以穿时间长些。,2018/12/4 12:35,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,3
"ObjectId(""5e64a9e8b3c41f266175fa8b"")",j***3,之前的小白鞋被我穿坏了、这次买了Nike的小白鞋、看着很好看、鞋子刚收到的时候有点问题、客服也很热心的给处理了。穿着好看、也挺舒服的、就是刚开始有点打脚、多穿几天就没事了、特别舒服、也很好搭配衣服。不错不错,2019/9/9 13:57,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,2
"ObjectId(""5e64a9e8b3c41f266175fa8c"")",清风zhhh,不错,2020/3/1 18:04,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,3
"ObjectId(""5e64a9e8b3c41f266175fa8e"")",那天丶那年,鞋子媳妇很喜欢，小白鞋看起来也挺不错的！扫的二维码是正品。。不过买回来第三天就降价了。。还不能价格保护。。这个有点不爽。。别的等穿一段时间再看。。活动期间推荐购买！！！,2019/9/18 22:23,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,3
"ObjectId(""5e64a9e8b3c41f266175fa90"")",S***y,刚开始穿鞋底有点硬，过两天就好了，挺舒服的,2019/11/4 20:58,耐克 NIKE COURT ROYALE AC 女子运动鞋AO2810 AO2810-102白/白/白 37.5,3
