_id,user,content,creationTime,referenceName,tag
"ObjectId(""5e64aab2b3c41f26617630fc"")",jd_大鸡鸡鸡鸡,非常呃好看  走路也很轻  舒服,2018/6/6 14:25,耐克 NIKE TANJUN 男子运动鞋 812654 812654-011黑/白 41,3
"ObjectId(""5e64aab2b3c41f26617630fd"")",waylenss,非常喜欢，这款鞋穿着非常舒服，和之前在专卖店买的一模一样，但是价格却实惠多了。,2019/4/16 19:51,耐克 NIKE TANJUN 男子运动鞋 812654 812654-011黑/白 41,3
"ObjectId(""5e64aab2b3c41f26617630fe"")",hgxzdl,透气效果：感觉不错，细节做得非常好，还好哈哈哈,2019/11/16 07:13,耐克NIKE 男子 缓震 透气 REVOLUTION 5 跑步鞋 BQ3204-002黑色42码,3
"ObjectId(""5e64aab2b3c41f26617630ff"")",电车CAI,非常漂亮的包，做工很细致，布面很柔软。,2019/11/8 06:52,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763100"")",SwiZz13,很可爱，质量非常好，与卖家描述一致，非常满意，达到了期望值，发货速度快，京东还是强的,2019/11/11 08:31,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763101"")",卢***4,非常好，比实体店便宜一些，物流非常快,2019/7/23 12:25,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f2661763102"")",jd_180304bfl,不错，很好，物流很快，服务很好哦必须点赞好评。,2019/6/6 15:50,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f2661763103"")",c***r,好看，穿着挺舒服的，鞋头容易有褶皱,2019/5/26 21:28,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f2661763105"")",j***a,包装太简单，，像地摊货一样的，，不知道是不是正品，，装不了平板，，,2019/9/25 22:49,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763106"")",胡***蟹,给男胖友的，脚感不错，款式也很好,2018/7/4 18:40,耐克 NIKE TANJUN 男子运动鞋 812654 812654-011黑/白 41,3
"ObjectId(""5e64aab2b3c41f2661763107"")",j***f,鞋底很软，很舒服，去了实体店试穿了再买的，还不错，如果脚大的可以再大一码,2018/6/8 11:02,耐克 NIKE TANJUN 男子运动鞋 812654 812654-011黑/白 41,3
"ObjectId(""5e64aab2b3c41f2661763108"")",鹰眼妖神,包包很不错，比耐克实体店便宜一点，刚到当天已经用上，白色的地方不是很耐脏,2019/8/18 17:56,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763109"")",134*****513,双十一买的，特别好，特别便宜，一眼就喜欢上了，,2019/12/25 10:31,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f266176310b"")",王小艺要去土耳其,请买大半码的，脚很瘦就不用了。,2019/3/9 13:14,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f266176310c"")",寻***生,不错，包装很好，穿上脚也特别舒服。正品,2018/11/30 20:10,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f266176310e"")",大***7,鞋子收到了，给女儿买的，穿了挺好的，舒适的很，下次继续购买。。。。。,2019/6/15 18:43,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f266176310f"")",j***w,商品做工还可以，挺好看的。,2018/11/17 11:35,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f2661763110"")",西林壁jd,料子感觉一般般，挺薄的，夹层也不多,2019/12/15 10:33,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763111"")",深蓝398,不知道是不是正品，说实话，我感觉应该不是。将就用吧！还好,2019/11/9 19:59,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,2
"ObjectId(""5e64aab2b3c41f2661763112"")",咚咚小白条,质量一般般，品牌的费用吧。跟便宜的没啥区别我感觉,2020/3/5 13:25,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,2
"ObjectId(""5e64aab2b3c41f2661763113"")",奥***佬,非常轻便非常舒服之前穿~脚背疼穿这个坚持锻炼没什么事了,2019/3/4 12:45,耐克NIKE 男子 透气 缓震 跑步鞋 FLEX EXPERIENCE RUN 9 运动鞋 CD0225-001黑色42码,3
"ObjectId(""5e64aab2b3c41f2661763114"")",望***林,必须给自营大赞 换了两次 终于换到合适的咯 上脚跟舒服 全黑的也很帅气 价格还美丽,2018/6/26 22:13,耐克NIKE 男子 透气 缓震 跑步鞋 FLEX EXPERIENCE RUN 9 运动鞋 CD0225-001黑色42码,3
"ObjectId(""5e64aab2b3c41f2661763116"")",感***下,就喜欢耐克的鞋子，一双接一双的买，好好看,2018/8/7 15:41,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f2661763117"")",jd_186753rgx,是正品，不错，穿起来舒服，轻便,2020/3/2 14:44,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f2661763118"")",d***8,不错 看上去还可以 还没穿,2018/7/12 15:27,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f266176311a"")",j***b,还是不错的袋子，我第二次购买，上次是蓝色的，今次黑色的，感觉蓝色的颜色好看，上次买的拉链坏了，希望今次拉链耐用一点。,2020/2/27 14:56,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f266176311b"")",jd_817171589,京东自营耐克小包，收到了样子可以就是太小了点。,2020/1/10 17:48,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f266176311c"")",大***将,还可以吧！就是质量太薄了！不值这个价格,2019/12/24 22:48,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,2
"ObjectId(""5e64aab2b3c41f266176311e"")",j***u,非常好看，值得信赖的京东，我爱你。昨天9月25订了一双。款式不是很喜欢。两分钟就把我退款了。然后我又定了一双。9月28上午九点就到了。非常感谢京东商城和快递小哥服务特别周到。以后还会订单。,2018/9/26 09:42,耐克NIKE 男子 透气 缓震 跑步鞋 FLEX EXPERIENCE RUN 9 运动鞋 CD0225-001黑色42码,3
"ObjectId(""5e64aab2b3c41f266176311f"")",k***u,物美价廉，值得购买，看过了是正品。又去奥特莱斯看了，价格比这个稍微贵一点/。,2019/4/4 07:31,耐克NIKE 男子 透气 缓震 跑步鞋 FLEX EXPERIENCE RUN 9 运动鞋 CD0225-001黑色42码,3
"ObjectId(""5e64aab2b3c41f2661763120"")",jd_137523gmo,一直信赖京东，这款鞋很给力，价钱也适中，快递小哥送货很快，应该是正品,2019/6/11 12:09,耐克NIKE 男子 透气 缓震 跑步鞋 FLEX EXPERIENCE RUN 9 运动鞋 CD0225-001黑色42码,3
"ObjectId(""5e64aab2b3c41f2661763121"")",j***a,给老公买的，非常满意,2020/1/6 22:18,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64aab2b3c41f2661763122"")",j***e,质量很好，款式也不错，很喜欢！,2017/4/15 12:55,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64aab2b3c41f2661763123"")",一脸蒙蔽呦,不错不错很喜欢，就是鞋底有点滑滑的，当天穿就摔了一跤,2019/7/6 11:43,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f2661763124"")",小***l,很多年前买过一双湖绿色的阿甘鞋，现在又流行回来了，不过之前那双是布的，比较透气，这双是皮的，夏天不是很透气，其他都蛮好的,2018/6/8 15:12,耐克NIKE 女子 阿甘 休闲鞋 CORTEZ LEATHER 运动鞋 807471-103白色36码,3
"ObjectId(""5e64aab2b3c41f2661763125"")",0小十三0,京东官方自营店下单的这款nike很基础款的小挎包，包包的材质还算不错，做工精细程度也还可以，包的大小和容量适中，这种简单的设计更显得大方好看，nike品牌的品质还是挺值得信任和购买的，买的时候价格也不算太高，性价比还是不错的，最后京东快递一如既往给力,2019/12/21 21:29,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763126"")",长安里的尼禄,冲着牌子买的可以入，这种包质感就别要什么体验了，优点轻便，但前面的大logo我记得这种材质容易被磨掉，质量不错，没什么线头,2019/8/8 19:34,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763127"")",jd_135001vbe,第一次看到这个包包时就被吸引了，奈何这个颜色和款式。女生背又觉得有点女汉子，男的背又感觉有点风骚，最后还是下手了，包包质量很不错，摸起来滑滑的，而且脏的话直接用毛巾擦擦就干净了。果断介绍身边的朋友入手了。,2019/7/19 01:51,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763128"")",撒旦爱上天使,这个包就是颜色靓丽，包比较小，也薄。,2019/11/14 09:26,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763129"")",Aurora_HU,这个包的颜色实在是太艳了啊，太艳了,2019/11/11 16:39,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f266176312a"")",x***4,刚到货就穿去健身房跑步了，很舒服，脚掌贴合度很好，包裹感很好，减震效果不错！,2018/11/13 22:23,耐克NIKE 男子 透气 缓震 跑步鞋 FLEX EXPERIENCE RUN 9 运动鞋 CD0225-001黑色42码,3
"ObjectId(""5e64aab2b3c41f266176312b"")",W***女,家里的日化用品，厨房调料，衣服鞋子，零食牛奶，宝宝的玩具衣服用品等，全是在京东购的，物流超快，我们家的生活越来越离不开京东了。平常穿41码的鞋，这款41的刚刚好，正品，价格比专柜便宜很多。,2018/5/23 18:54,耐克NIKE 男子 透气 缓震 跑步鞋 FLEX EXPERIENCE RUN 9 运动鞋 CD0225-001黑色42码,3
"ObjectId(""5e64aab2b3c41f266176312c"")",王***2,没怎么穿  应该不会差 也很喜欢,2017/6/8 11:43,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64aab2b3c41f266176312d"")",j***2,鞋子很满意，穿起来很舒服！,2018/8/1 14:58,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64aab2b3c41f266176312e"")",wangtao320722,不大不小  刚刚好，装钥匙包和一些零碎东西绰绰有余，这款还不容易撞衫，也好搭衣服，推荐！,2020/2/27 17:56,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f266176312f"")",Aurora_HU,开始买的这款花的，觉得不好看，换了这款亮红色的，但是真的是好亮红啊，这个颜色???，我妈说背起像扫大街的，商家的换货速度倒是很快的！,2019/10/20 18:53,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763130"")",xHzoWhqMdoYT,商品质量非常差，而且还很小，根本不值这个价,2020/2/9 16:03,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,1
"ObjectId(""5e64aab2b3c41f2661763131"")",j***o,鞋子穿上非常舒服，大小正合适，绝对正品,2019/5/8 12:00,耐克NIKE 男子 透气 缓震 跑步鞋 FLEX EXPERIENCE RUN 9 运动鞋 CD0225-001黑色42码,3
"ObjectId(""5e64aab2b3c41f2661763135"")",g***n,买给老弟的，不错。他很喜欢,2018/8/28 00:11,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64aab2b3c41f2661763136"")",飞***洋,鞋子很好，应该是正品吧，穿着很舒适。,2016/8/17 12:17,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64aab2b3c41f2661763137"")",河***妮,错过双十一优惠，晚了一天用京豆抵扣之后优惠力度也不错。包包比想象中大，能装挺多的，质量看起来不错。从别的地方调货过来快递速度也有保证，京东这点完胜。,2019/11/14 22:31,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab2b3c41f2661763138"")",E***F,不错，给师傅买的，他很满意。鞋子做工不错，我们也是做鞋公司，鞋子值得肯定。味道小，环保胶。,2018/6/3 11:04,耐克NIKE 男子 透气 缓震 跑步鞋 FLEX EXPERIENCE RUN 9 运动鞋 CD0225-001黑色42码,3
"ObjectId(""5e64aab3b3c41f266176313a"")",AYcqgDIYnbsR,尺码大小：建议买大半码,2019/12/14 15:53,耐克 NIKE LEBRON  WITNESS IV EP 男子篮球鞋 CD0188 CD0188-004 43,3
"ObjectId(""5e64aab3b3c41f266176313b"")",j***4,刚收到大小合适，顺丰发货很给力。,2018/3/22 19:25,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64aab3b3c41f266176313c"")",j***e,质量非常不错，上脚舒适！,2018/5/30 08:52,NIKE耐克男鞋 2020春季新品REVOLUTION 4网面透气休闲鞋减震慢跑低帮健身运动鞋跑步鞋 908988-001/革命4/主推款 42,3
"ObjectId(""5e64aab3b3c41f266176313d"")",Sunshine____194,我觉得很好看很棒，是我之前本来买的另一款红色的那款，因为实在驾驭不了所以换的这款，我很喜欢，很低调很低调。然后款型还不错，然后呢，说说不足的地方叭，包包有点小，然后价格相比的话就有点高了，因为是低调款嘛，所以不太建议花这么高的价格来买，我是因为买的那款亮红的换的。?然后我刚买大概第九天就做活动降了价，心里特难受。,2019/11/15 19:20,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab3b3c41f266176313e"")",夜行家jye,做工不错?，没有线头，外观跟图片一样，可以可以的，不错,2019/9/30 11:06,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,3
"ObjectId(""5e64aab3b3c41f266176313f"")",bobo无丶名,外观颜值：颜值相当不错,2019/12/14 19:50,耐克 NIKE LEBRON  WITNESS IV EP 男子篮球鞋 CD0188 CD0188-004 43,3
